resvid;fecha_inicio;fecha_fin
4681;2090-10-24;2090-11-09
4682;2033-10-18;2033-10-30
4683;2055-02-18;2055-03-09
4684;2021-06-15;2021-06-21
4685;2037-11-12;2037-11-16
4686;2054-04-23;2054-04-24
4687;2034-05-26;2034-06-08
4688;2036-08-29;2036-09-15
4689;2029-11-29;2029-12-04
4690;2085-12-30;2086-01-03
4691;2057-03-16;2057-03-19
4692;2030-04-19;2030-04-25
4693;2060-09-18;2060-09-25
4694;2031-09-09;2031-09-14
4695;2056-10-07;2056-10-16
4696;2047-07-02;2047-07-16
4697;2067-07-21;2067-07-29
4698;2072-01-18;2072-02-01
4699;2061-01-19;2061-01-25
4700;2045-04-18;2045-04-22
4701;2028-05-14;2028-05-26
4702;2074-03-11;2074-03-29
4703;2037-01-11;2037-01-20
4704;2094-10-10;2094-10-25
4705;2067-12-15;2067-12-25
4706;2078-06-02;2078-06-10
4707;2072-10-27;2072-11-08
4708;2022-06-16;2022-07-05
4709;2094-07-02;2094-07-18
4710;2069-12-19;2069-12-29
4711;2071-11-06;2071-11-21
4712;2031-11-24;2031-11-27
4713;2054-11-27;2054-12-03
4714;2040-05-15;2040-05-24
4715;2044-11-21;2044-11-26
4716;2021-06-17;2021-06-26
4717;2043-05-12;2043-05-16
4718;2088-01-27;2088-01-29
4719;2057-09-01;2057-09-01
4720;2032-02-16;2032-02-28
4721;2051-08-04;2051-08-11
4722;2051-12-26;2052-01-01
4723;2094-05-27;2094-06-02
4724;2021-12-24;2022-01-10
4725;2087-11-27;2087-12-10
4726;2078-11-22;2078-12-11
4727;2084-06-09;2084-06-18
4728;2094-05-04;2094-05-14
4729;2088-09-28;2088-09-29
4730;2077-03-16;2077-04-03
4731;2087-03-19;2087-04-06
4732;2068-12-18;2069-01-05
4733;2035-09-03;2035-09-06
4734;2021-02-11;2021-02-26
4735;2084-08-12;2084-08-22
4736;2026-10-09;2026-10-10
4737;2084-08-22;2084-08-22
4738;2038-07-07;2038-07-25
4739;2073-07-19;2073-08-01
4740;2020-11-26;2020-12-02
4741;2087-02-10;2087-02-11
4742;2097-12-04;2097-12-12
4743;2019-09-25;2019-10-05
4744;2050-08-28;2050-08-28
4745;2051-05-14;2051-05-21
4746;2057-12-12;2057-12-26
4747;2025-05-20;2025-06-06
4748;2038-09-26;2038-10-15
4749;2054-10-30;2054-11-12
4750;2020-01-25;2020-02-03
4751;2040-03-01;2040-03-10
4752;2084-05-21;2084-06-04
4753;2069-10-15;2069-11-03
4754;2036-12-08;2036-12-15
4755;2060-01-11;2060-01-18
4756;2079-06-04;2079-06-06
4757;2072-08-08;2072-08-17
4758;2066-05-06;2066-05-21
4759;2098-10-27;2098-11-11
4760;2046-10-24;2046-11-11
4761;2023-06-17;2023-06-28
4762;2059-02-27;2059-03-03
4763;2030-06-26;2030-06-26
4764;2055-10-21;2055-11-04
4765;2042-01-21;2042-01-27
4766;2022-06-16;2022-07-01
4767;2036-01-24;2036-02-02
4768;2078-07-08;2078-07-19
4769;2074-05-29;2074-05-29
4770;2074-09-17;2074-09-21
4771;2045-05-01;2045-05-03
4772;2020-10-15;2020-10-26
4773;2058-01-17;2058-01-27
4774;2021-10-12;2021-10-13
4775;2032-07-18;2032-07-19
4776;2076-10-07;2076-10-08
4777;2076-09-06;2076-09-09
4778;2031-09-26;2031-10-11
4779;2035-12-16;2035-12-27
4780;2055-06-16;2055-06-19
4781;2093-06-16;2093-06-16
4782;2035-12-31;2036-01-10
4783;2074-04-24;2074-05-02
4784;2065-04-03;2065-04-17
4785;2054-08-25;2054-09-12
4786;2054-09-18;2054-10-02
4787;2059-07-04;2059-07-12
4788;2059-01-16;2059-02-04
4789;2035-04-23;2035-05-05
4790;2083-05-30;2083-06-14
4791;2074-10-14;2074-10-31
4792;2040-07-19;2040-08-03
4793;2089-11-17;2089-11-26
4794;2059-06-29;2059-07-08
4795;2073-02-18;2073-03-04
4796;2065-01-31;2065-02-02
4797;2085-06-20;2085-06-22
4798;2020-12-22;2021-01-09
4799;2037-08-15;2037-08-17
4800;2044-10-17;2044-10-24
4801;2023-11-12;2023-11-24
4802;2031-01-31;2031-02-16
4803;2027-12-10;2027-12-11
4804;2020-12-16;2020-12-17
4805;2043-08-31;2043-09-07
4806;2020-05-31;2020-05-31
4807;2069-07-12;2069-07-20
4808;2020-10-18;2020-10-20
4809;2076-07-04;2076-07-15
4810;2047-09-07;2047-09-15
4811;2037-12-28;2038-01-02
4812;2056-12-06;2056-12-16
4813;2098-09-08;2098-09-25
4814;2021-02-25;2021-02-27
4815;2044-01-01;2044-01-11
4816;2049-12-21;2050-01-07
4817;2065-09-20;2065-09-22
4818;2034-09-06;2034-09-19
4819;2038-12-18;2038-12-27
4820;2099-03-19;2099-03-31
4821;2058-11-23;2058-12-09
4822;2027-05-30;2027-06-17
4823;2094-03-04;2094-03-13
4824;2087-08-03;2087-08-16
4825;2064-07-05;2064-07-23
4826;2080-11-23;2080-12-03
4827;2043-11-11;2043-11-30
4828;2025-12-11;2025-12-18
4829;2022-04-08;2022-04-18
4830;2087-09-03;2087-09-03
4831;2097-12-01;2097-12-06
4832;2059-04-11;2059-04-20
4833;2037-01-28;2037-02-16
4834;2034-07-12;2034-07-28
4835;2038-06-06;2038-06-19
4836;2034-03-28;2034-04-05
4837;2082-07-06;2082-07-23
4838;2074-06-25;2074-07-12
4839;2023-09-18;2023-09-24
4840;2035-05-14;2035-05-16
4841;2060-09-02;2060-09-04
4842;2065-08-16;2065-09-04
4843;2053-03-30;2053-04-07
4844;2029-06-19;2029-07-01
4845;2067-08-13;2067-08-29
4846;2094-09-15;2094-09-23
4847;2073-05-19;2073-06-04
4848;2091-03-19;2091-03-29
4849;2080-02-24;2080-03-06
4850;2050-10-04;2050-10-05
4851;2047-11-14;2047-11-22
4852;2077-02-11;2077-02-19
4853;2021-10-31;2021-11-17
4854;2064-02-17;2064-03-07
4855;2053-11-14;2053-11-24
4856;2072-06-16;2072-06-25
4857;2077-03-30;2077-04-09
4858;2044-06-21;2044-07-03
4859;2039-01-21;2039-01-29
4860;2039-09-04;2039-09-21
4861;2092-12-24;2092-12-29
4862;2090-01-11;2090-01-17
4863;2035-09-04;2035-09-18
4864;2054-01-30;2054-02-17
4865;2083-03-19;2083-03-21
4866;2053-11-29;2053-12-08
4867;2024-05-19;2024-05-22
4868;2090-10-26;2090-11-10
4869;2045-12-10;2045-12-25
4870;2084-04-15;2084-04-29
4871;2072-01-30;2072-02-11
4872;2059-07-04;2059-07-09
4873;2044-12-11;2044-12-14
4874;2074-03-17;2074-04-01
4875;2079-11-03;2079-11-13
4876;2032-09-23;2032-10-02
4877;2052-02-02;2052-02-06
4878;2093-04-25;2093-04-26
4879;2082-06-25;2082-06-27
4880;2079-12-05;2079-12-24
4881;2081-12-28;2082-01-05
4882;2099-06-17;2099-06-22
4883;2032-03-03;2032-03-07
4884;2092-06-09;2092-06-11
4885;2096-10-18;2096-11-01
4886;2094-05-28;2094-05-31
4887;2068-09-24;2068-10-07
4888;2076-02-21;2076-02-21
4889;2024-06-06;2024-06-14
4890;2063-09-18;2063-09-23
4891;2084-06-06;2084-06-08
4892;2092-09-30;2092-10-07
4893;2020-09-02;2020-09-03
4894;2091-11-28;2091-12-05
4895;2029-10-11;2029-10-24
4896;2049-12-31;2050-01-09
4897;2033-05-06;2033-05-21
4898;2040-12-01;2040-12-08
4899;2037-01-04;2037-01-20
4900;2049-03-07;2049-03-09
4901;2087-02-08;2087-02-21
4902;2054-11-21;2054-12-10
4903;2033-05-19;2033-06-02
4904;2063-11-30;2063-12-01
4905;2062-06-27;2062-07-01
4906;2059-07-05;2059-07-09
4907;2064-08-21;2064-09-05
4908;2064-07-31;2064-08-08
4909;2074-03-13;2074-03-28
4910;2077-06-30;2077-07-14
4911;2094-02-21;2094-02-27
4912;2086-04-24;2086-05-05
4913;2074-09-08;2074-09-26
4914;2094-01-02;2094-01-04
4915;2074-08-03;2074-08-16
4916;2049-10-21;2049-11-06
4917;2049-02-01;2049-02-08
4918;2036-02-04;2036-02-13
4919;2028-04-19;2028-04-26
4920;2050-07-18;2050-07-20
4921;2058-09-09;2058-09-20
4922;2047-01-16;2047-01-30
4923;2073-08-01;2073-08-08
4924;2054-08-13;2054-08-29
4925;2060-09-15;2060-09-27
4926;2098-09-13;2098-09-26
4927;2049-04-09;2049-04-13
4928;2036-08-15;2036-09-01
4929;2038-02-24;2038-02-27
4930;2068-06-22;2068-06-24
4931;2045-04-04;2045-04-08
4932;2064-02-14;2064-02-18
4933;2054-09-21;2054-09-29
4934;2078-09-29;2078-10-17
4935;2033-12-12;2033-12-30
4936;2031-02-23;2031-03-12
4937;2030-02-03;2030-02-07
4938;2040-08-20;2040-08-24
4939;2079-12-25;2079-12-26
4940;2068-05-11;2068-05-11
4941;2085-01-31;2085-02-13
4942;2051-12-14;2051-12-18
4943;2049-05-21;2049-05-22
4944;2062-04-09;2062-04-11
4945;2051-08-22;2051-08-26
4946;2028-03-17;2028-04-01
4947;2038-04-20;2038-04-28
4948;2086-06-09;2086-06-16
4949;2095-12-19;2095-12-19
4950;2049-10-28;2049-11-16
4951;2052-01-11;2052-01-25
4952;2061-04-30;2061-05-05
4953;2046-10-24;2046-11-09
4954;2031-04-05;2031-04-20
4955;2023-11-20;2023-12-02
4956;2032-08-01;2032-08-12
4957;2079-10-27;2079-11-05
4958;2024-04-07;2024-04-09
4959;2021-01-19;2021-01-23
4960;2078-04-08;2078-04-25
4961;2046-01-25;2046-02-07
4962;2093-05-03;2093-05-14
4963;2077-02-08;2077-02-23
4964;2034-07-31;2034-08-01
4965;2026-06-25;2026-07-11
4966;2045-11-04;2045-11-09
4967;2078-02-26;2078-03-15
4968;2031-04-04;2031-04-06
4969;2099-02-07;2099-02-13
4970;2034-08-24;2034-09-09
4971;2064-11-15;2064-11-21
4972;2029-01-26;2029-02-12
4973;2031-05-08;2031-05-17
4974;2046-09-26;2046-10-13
4975;2096-11-26;2096-12-01
4976;2096-07-04;2096-07-04
4977;2038-06-13;2038-06-19
4978;2067-02-09;2067-02-15
4979;2042-10-26;2042-11-13
4980;2048-11-24;2048-11-27
4981;2027-07-18;2027-08-02
4982;2047-10-29;2047-11-03
4983;2071-11-13;2071-11-30
4984;2092-01-10;2092-01-21
4985;2024-12-10;2024-12-27
4986;2024-05-20;2024-05-22
4987;2042-09-25;2042-10-06
4988;2039-02-28;2039-03-05
4989;2097-02-23;2097-03-12
4990;2042-01-31;2042-02-01
4991;2051-06-20;2051-07-02
4992;2096-04-24;2096-05-02
4993;2070-06-22;2070-07-08
4994;2096-07-13;2096-07-31
4995;2072-08-24;2072-08-30
4996;2058-01-19;2058-01-29
4997;2037-09-28;2037-09-28
4998;2088-10-31;2088-11-10
4999;2076-06-20;2076-07-06
5000;2085-03-02;2085-03-04
5001;2073-05-20;2073-06-05
5002;2094-02-27;2094-03-16
5003;2055-12-16;2055-12-18
5004;2037-07-29;2037-08-09
5005;2061-08-25;2061-08-29
5006;2080-09-21;2080-09-27
5007;2022-01-13;2022-01-14
5008;2078-06-28;2078-07-06
5009;2034-05-16;2034-06-03
5010;2078-07-04;2078-07-23
5011;2092-08-28;2092-08-28
5012;2031-10-16;2031-10-25
5013;2030-11-04;2030-11-11
5014;2040-07-11;2040-07-20
5015;2033-11-21;2033-11-29
5016;2082-11-05;2082-11-09
5017;2058-03-09;2058-03-21
5018;2035-06-13;2035-06-26
5019;2045-08-19;2045-08-31
5020;2070-11-05;2070-11-06
5021;2092-08-17;2092-08-21
5022;2065-07-03;2065-07-12
5023;2021-09-30;2021-09-30
5024;2088-03-10;2088-03-18
5025;2097-01-19;2097-01-19
5026;2021-09-29;2021-10-03
5027;2065-04-02;2065-04-16
5028;2050-08-05;2050-08-09
5029;2065-02-20;2065-02-27
5030;2029-08-29;2029-08-31
5031;2050-03-05;2050-03-22
5032;2041-09-25;2041-10-07
5033;2078-07-22;2078-08-07
5034;2032-04-30;2032-05-09
5035;2034-04-03;2034-04-14
5036;2037-01-23;2037-01-23
5037;2058-11-27;2058-12-01
5038;2080-06-07;2080-06-20
5039;2041-09-09;2041-09-24
5040;2064-04-01;2064-04-04
5041;2081-06-21;2081-07-04
5042;2026-09-06;2026-09-06
5043;2058-11-17;2058-12-02
5044;2063-06-04;2063-06-06
5045;2077-05-02;2077-05-16
5046;2019-07-01;2019-07-07
5047;2072-05-03;2072-05-04
5048;2055-05-11;2055-05-28
5049;2049-09-26;2049-10-14
5050;2094-03-20;2094-03-21
5051;2028-01-20;2028-01-23
5052;2061-11-14;2061-12-02
5053;2037-08-20;2037-08-29
5054;2094-11-04;2094-11-19
5055;2093-08-03;2093-08-22
5056;2085-05-12;2085-05-28
5057;2086-12-17;2087-01-03
5058;2046-03-12;2046-03-15
5059;2026-11-11;2026-11-27
5060;2099-06-13;2099-06-27
5061;2086-03-08;2086-03-27
5062;2053-09-03;2053-09-12
5063;2094-11-25;2094-12-07
5064;2025-01-17;2025-01-23
5065;2077-03-09;2077-03-20
5066;2098-05-24;2098-06-01
5067;2030-08-01;2030-08-05
5068;2021-05-08;2021-05-11
5069;2072-07-22;2072-07-28
5070;2088-08-07;2088-08-08
5071;2096-10-26;2096-10-26
5072;2038-11-11;2038-11-25
5073;2091-09-05;2091-09-15
5074;2020-08-11;2020-08-17
5075;2079-06-01;2079-06-06
5076;2065-03-12;2065-03-22
5077;2072-01-07;2072-01-14
5078;2054-08-28;2054-09-06
5079;2095-04-03;2095-04-18
5080;2085-02-26;2085-03-13
5081;2050-08-01;2050-08-13
5082;2057-02-15;2057-02-20
5083;2087-11-17;2087-12-04
5084;2064-10-04;2064-10-06
5085;2065-05-30;2065-06-09
5086;2020-01-06;2020-01-13
5087;2064-08-03;2064-08-04
5088;2023-01-25;2023-01-28
5089;2031-08-27;2031-09-10
5090;2057-11-03;2057-11-15
5091;2074-05-01;2074-05-16
5092;2028-06-04;2028-06-08
5093;2086-12-13;2086-12-20
5094;2067-10-27;2067-11-01
5095;2083-06-21;2083-07-10
5096;2032-07-23;2032-08-03
5097;2040-04-23;2040-04-27
5098;2094-07-12;2094-07-21
5099;2063-07-16;2063-08-01
5100;2055-01-07;2055-01-07
5101;2075-04-30;2075-05-07
5102;2051-01-19;2051-01-22
5103;2098-10-10;2098-10-13
5104;2075-03-02;2075-03-20
5105;2063-03-02;2063-03-02
5106;2045-03-20;2045-04-04
5107;2079-11-04;2079-11-23
5108;2070-11-04;2070-11-11
5109;2044-03-08;2044-03-14
5110;2050-01-20;2050-02-05
5111;2028-11-30;2028-12-15
5112;2027-04-20;2027-04-26
5113;2071-03-19;2071-04-03
5114;2019-08-30;2019-09-11
5115;2056-08-23;2056-08-28
5116;2092-04-03;2092-04-12
5117;2049-05-03;2049-05-18
5118;2060-10-05;2060-10-10
5119;2082-01-25;2082-02-06
5120;2088-04-30;2088-05-10
5121;2083-05-30;2083-05-31
5122;2028-04-20;2028-04-29
5123;2080-09-01;2080-09-18
5124;2097-12-14;2097-12-23
5125;2062-12-02;2062-12-18
5126;2072-11-09;2072-11-20
5127;2082-04-12;2082-04-26
5128;2086-05-25;2086-06-04
5129;2035-02-10;2035-02-24
5130;2044-07-12;2044-07-14
5131;2054-10-29;2054-11-01
5132;2025-12-31;2026-01-18
5133;2057-03-15;2057-03-27
5134;2068-09-10;2068-09-28
5135;2025-06-16;2025-06-28
5136;2095-11-28;2095-12-16
5137;2090-04-05;2090-04-19
5138;2061-12-01;2061-12-17
5139;2070-01-27;2070-01-28
5140;2072-08-04;2072-08-07
5141;2024-11-13;2024-12-02
5142;2099-02-08;2099-02-16
5143;2053-05-09;2053-05-18
5144;2029-07-11;2029-07-28
5145;2089-12-09;2089-12-09
5146;2086-05-31;2086-05-31
5147;2039-09-21;2039-10-02
5148;2088-12-28;2088-12-30
5149;2030-11-26;2030-12-13
5150;2045-10-22;2045-10-23
5151;2031-12-31;2032-01-02
5152;2077-12-29;2078-01-14
5153;2042-09-19;2042-09-19
5154;2023-12-25;2024-01-09
5155;2059-09-19;2059-10-05
5156;2094-03-25;2094-04-03
5157;2042-01-15;2042-01-15
5158;2073-11-03;2073-11-12
5159;2046-03-09;2046-03-11
5160;2061-01-20;2061-02-01
5161;2083-12-06;2083-12-16
5162;2024-01-25;2024-02-09
5163;2042-03-04;2042-03-12
5164;2086-07-20;2086-07-20
5165;2067-01-20;2067-01-24
5166;2041-03-19;2041-04-04
5167;2039-03-01;2039-03-12
5168;2022-09-17;2022-09-25
5169;2060-01-11;2060-01-17
5170;2020-05-09;2020-05-11
5171;2098-08-12;2098-08-19
5172;2038-11-29;2038-12-11
5173;2045-03-02;2045-03-14
5174;2093-08-29;2093-09-13
5175;2037-05-06;2037-05-06
5176;2087-08-26;2087-08-27
5177;2041-09-05;2041-09-10
5178;2070-08-02;2070-08-09
5179;2095-10-12;2095-10-12
5180;2049-04-12;2049-04-12
5181;2047-02-07;2047-02-21
5182;2055-02-25;2055-02-26
5183;2035-07-08;2035-07-08
5184;2031-02-28;2031-03-18
5185;2076-05-24;2076-05-27
5186;2023-08-26;2023-09-05
5187;2044-09-09;2044-09-19
5188;2073-08-10;2073-08-13
5189;2085-05-08;2085-05-15
5190;2042-02-24;2042-02-28
5191;2071-11-30;2071-12-14
5192;2046-04-12;2046-04-20
5193;2040-07-18;2040-07-20
5194;2057-04-28;2057-05-13
5195;2036-04-08;2036-04-22
5196;2085-02-01;2085-02-09
5197;2098-09-08;2098-09-09
5198;2084-09-19;2084-10-04
5199;2071-02-25;2071-03-15
5200;2026-06-23;2026-07-02
5201;2049-02-23;2049-02-28
5202;2077-11-16;2077-11-29
5203;2071-04-03;2071-04-10
5204;2030-10-08;2030-10-18
5205;2078-12-23;2079-01-07
5206;2042-12-23;2042-12-23
5207;2088-10-04;2088-10-20
5208;2022-01-14;2022-01-28
5209;2090-09-11;2090-09-13
5210;2070-10-18;2070-10-18
5211;2051-12-02;2051-12-06
5212;2031-09-24;2031-09-24
5213;2092-08-30;2092-09-11
5214;2092-12-01;2092-12-16
5215;2041-12-31;2042-01-05
5216;2045-01-16;2045-01-24
5217;2086-10-26;2086-11-06
5218;2060-02-25;2060-03-12
5219;2038-12-19;2038-12-29
5220;2036-02-27;2036-03-13
5221;2041-07-07;2041-07-14
5222;2066-11-24;2066-12-05
5223;2020-09-04;2020-09-16
5224;2096-12-02;2096-12-02
5225;2026-01-30;2026-02-03
5226;2053-02-12;2053-02-22
5227;2030-06-30;2030-07-16
5228;2073-01-27;2073-02-11
5229;2030-03-31;2030-04-08
5230;2054-12-01;2054-12-01
5231;2058-09-18;2058-09-27
5232;2084-04-07;2084-04-25
5233;2088-04-16;2088-04-23
5234;2043-02-28;2043-03-11
5235;2098-08-31;2098-09-15
5236;2049-12-18;2050-01-02
5237;2042-03-24;2042-03-29
5238;2039-12-27;2040-01-15
5239;2070-09-16;2070-09-21
5240;2037-05-18;2037-06-05
5241;2051-03-31;2051-04-01
5242;2075-04-14;2075-04-17
5243;2050-11-16;2050-12-04
5244;2066-07-30;2066-08-15
5245;2048-01-21;2048-02-08
5246;2056-11-15;2056-11-17
5247;2021-05-19;2021-05-27
5248;2096-12-18;2096-12-28
5249;2050-09-25;2050-10-01
5250;2032-01-06;2032-01-15
5251;2056-09-23;2056-10-08
5252;2060-06-27;2060-07-01
5253;2035-12-24;2036-01-10
5254;2039-02-07;2039-02-16
5255;2078-02-03;2078-02-15
5256;2073-08-11;2073-08-23
5257;2096-04-08;2096-04-22
5258;2076-10-22;2076-11-07
5259;2072-05-25;2072-06-11
5260;2041-05-16;2041-05-30
5261;2054-07-28;2054-08-11
5262;2068-05-23;2068-06-03
5263;2041-12-26;2042-01-05
5264;2086-04-09;2086-04-11
5265;2054-10-15;2054-10-25
5266;2026-09-04;2026-09-23
5267;2028-03-01;2028-03-16
5268;2082-12-21;2083-01-08
5269;2079-10-01;2079-10-09
5270;2022-09-20;2022-10-05
5271;2079-06-28;2079-07-09
5272;2021-09-03;2021-09-21
5273;2047-11-28;2047-12-12
5274;2055-07-05;2055-07-07
5275;2080-10-06;2080-10-20
5276;2056-03-17;2056-04-02
5277;2049-07-10;2049-07-11
5278;2053-01-19;2053-01-23
5279;2071-03-17;2071-04-03
5280;2049-09-24;2049-09-26
5281;2048-03-10;2048-03-16
5282;2021-10-30;2021-10-30
5283;2075-04-04;2075-04-19
5284;2082-12-13;2082-12-23
5285;2055-10-10;2055-10-17
5286;2031-11-04;2031-11-20
5287;2075-03-31;2075-04-07
5288;2058-08-04;2058-08-04
5289;2064-02-29;2064-03-04
5290;2033-07-13;2033-07-15
5291;2048-06-29;2048-07-16
5292;2044-03-23;2044-04-01
5293;2026-05-28;2026-06-10
5294;2044-12-12;2044-12-29
5295;2029-03-20;2029-03-22
5296;2084-03-09;2084-03-13
5297;2083-09-12;2083-09-12
5298;2069-09-01;2069-09-18
5299;2026-02-22;2026-02-26
5300;2055-08-28;2055-09-04
5301;2095-06-13;2095-06-16
5302;2019-09-12;2019-10-01
5303;2085-09-10;2085-09-19
5304;2027-12-17;2027-12-23
5305;2086-07-17;2086-07-20
5306;2078-02-12;2078-02-28
5307;2039-02-05;2039-02-05
5308;2044-02-26;2044-03-13
5309;2055-11-21;2055-12-02
5310;2034-03-04;2034-03-04
5311;2091-09-27;2091-10-12
5312;2046-06-21;2046-07-10
5313;2041-10-07;2041-10-12
5314;2088-08-03;2088-08-15
5315;2024-03-31;2024-04-14
5316;2085-08-18;2085-09-05
5317;2046-11-05;2046-11-19
5318;2096-04-23;2096-05-09
5319;2048-09-11;2048-09-22
5320;2076-08-21;2076-09-01
5321;2035-08-05;2035-08-19
5322;2022-04-23;2022-05-11
5323;2084-04-09;2084-04-13
5324;2034-05-08;2034-05-14
5325;2087-10-02;2087-10-17
5326;2019-06-06;2019-06-18
5327;2050-03-16;2050-03-20
5328;2026-02-12;2026-02-24
5329;2074-04-24;2074-05-08
5330;2081-01-10;2081-01-23
5331;2036-05-06;2036-05-09
5332;2078-10-03;2078-10-11
5333;2086-07-29;2086-08-04
5334;2098-09-22;2098-09-24
5335;2089-03-08;2089-03-13
5336;2068-01-28;2068-02-05
5337;2085-05-14;2085-05-17
5338;2076-06-16;2076-06-21
5339;2023-02-20;2023-03-10
5340;2053-05-30;2053-06-07
5341;2071-07-18;2071-07-27
5342;2085-12-04;2085-12-07
5343;2062-08-29;2062-09-01
5344;2028-09-04;2028-09-14
5345;2098-12-23;2098-12-29
5346;2064-02-07;2064-02-21
5347;2082-09-19;2082-10-08
5348;2075-10-26;2075-10-26
5349;2066-05-25;2066-06-08
5350;2081-07-28;2081-07-31
5351;2053-05-16;2053-05-17
5352;2056-06-01;2056-06-01
5353;2025-09-22;2025-10-03
5354;2030-06-13;2030-06-25
5355;2031-11-07;2031-11-11
5356;2033-02-20;2033-02-23
5357;2097-06-06;2097-06-10
5358;2084-07-19;2084-08-05
5359;2057-08-22;2057-08-27
5360;2064-12-06;2064-12-14
5361;2035-02-24;2035-02-25
5362;2033-06-23;2033-06-27
5363;2063-05-14;2063-05-15
5364;2031-02-16;2031-02-26
5365;2095-07-28;2095-08-01
5366;2055-01-15;2055-01-28
5367;2052-03-18;2052-03-22
5368;2047-12-21;2047-12-26
5369;2028-05-16;2028-05-16
5370;2031-09-07;2031-09-14
5371;2074-05-31;2074-06-19
5372;2074-11-08;2074-11-26
5373;2071-05-04;2071-05-11
5374;2070-08-15;2070-08-15
5375;2048-11-18;2048-12-02
5376;2054-05-08;2054-05-15
5377;2024-03-01;2024-03-02
5378;2091-01-03;2091-01-13
5379;2027-01-21;2027-01-22
5380;2098-03-10;2098-03-20
5381;2029-08-29;2029-09-13
5382;2049-05-30;2049-06-11
5383;2023-08-28;2023-08-29
5384;2078-09-28;2078-09-28
5385;2072-05-15;2072-05-20
5386;2075-12-24;2075-12-24
5387;2044-06-04;2044-06-08
5388;2027-01-22;2027-01-28
5389;2037-09-23;2037-10-09
5390;2088-11-26;2088-12-13
5391;2026-10-10;2026-10-20
5392;2025-03-17;2025-04-03
5393;2035-04-13;2035-04-22
5394;2077-08-27;2077-08-31
5395;2046-12-17;2046-12-23
5396;2092-05-13;2092-05-28
5397;2049-12-26;2050-01-07
5398;2065-07-24;2065-08-01
5399;2057-08-20;2057-09-07
5400;2041-03-31;2041-04-06
5401;2084-01-16;2084-01-16
5402;2082-08-08;2082-08-08
5403;2074-01-26;2074-02-11
5404;2079-10-03;2079-10-22
5405;2034-01-24;2034-01-26
5406;2079-03-13;2079-03-27
5407;2035-02-25;2035-03-08
5408;2089-12-29;2089-12-31
5409;2056-04-21;2056-04-22
5410;2094-08-16;2094-08-22
5411;2089-01-28;2089-01-29
5412;2048-07-03;2048-07-11
5413;2034-09-15;2034-10-04
5414;2058-03-16;2058-03-24
5415;2091-08-07;2091-08-23
5416;2073-10-17;2073-10-31
5417;2096-04-25;2096-05-07
5418;2090-05-28;2090-06-07
5419;2055-02-24;2055-03-15
5420;2048-10-07;2048-10-23
5421;2098-06-15;2098-06-29
5422;2097-08-18;2097-08-22
5423;2019-10-02;2019-10-07
5424;2077-11-14;2077-11-16
5425;2036-06-08;2036-06-26
5426;2032-03-15;2032-03-15
5427;2083-09-08;2083-09-13
5428;2068-03-24;2068-04-02
5429;2048-07-14;2048-07-21
5430;2025-06-21;2025-06-23
5431;2035-08-16;2035-08-30
5432;2062-06-30;2062-07-19
5433;2040-03-23;2040-03-23
5434;2039-02-20;2039-02-27
5435;2023-05-28;2023-06-09
5436;2078-01-03;2078-01-20
5437;2080-04-27;2080-05-16
5438;2069-07-24;2069-08-09
5439;2032-07-26;2032-07-31
5440;2066-09-25;2066-10-12
5441;2081-06-10;2081-06-21
5442;2078-02-03;2078-02-09
5443;2036-11-09;2036-11-13
5444;2025-05-07;2025-05-09
5445;2071-09-07;2071-09-26
5446;2075-03-25;2075-04-06
5447;2037-09-04;2037-09-07
5448;2054-05-01;2054-05-07
5449;2072-09-01;2072-09-12
5450;2087-11-21;2087-12-04
5451;2078-09-26;2078-09-29
5452;2096-10-18;2096-11-03
5453;2069-04-10;2069-04-19
5454;2028-01-06;2028-01-20
5455;2073-07-25;2073-07-26
5456;2066-12-23;2067-01-02
5457;2071-01-24;2071-01-24
5458;2075-08-04;2075-08-21
5459;2096-09-18;2096-09-20
5460;2077-07-20;2077-07-21
5461;2087-10-07;2087-10-10
5462;2092-02-07;2092-02-19
5463;2051-02-23;2051-03-08
5464;2070-10-20;2070-10-22
5465;2073-09-04;2073-09-14
5466;2022-04-04;2022-04-22
5467;2080-08-15;2080-08-21
5468;2030-01-28;2030-02-09
5469;2042-06-16;2042-07-02
5470;2062-05-08;2062-05-20
5471;2032-08-17;2032-09-04
5472;2034-11-30;2034-12-13
5473;2072-08-02;2072-08-11
5474;2070-09-01;2070-09-03
5475;2077-08-24;2077-09-05
5476;2025-07-29;2025-08-03
5477;2022-12-20;2023-01-02
5478;2073-07-15;2073-08-02
5479;2026-08-17;2026-08-25
5480;2055-06-26;2055-06-30
5481;2038-06-16;2038-06-26
5482;2054-03-28;2054-04-13
5483;2076-04-22;2076-05-08
5484;2063-04-07;2063-04-07
5485;2079-12-23;2080-01-04
5486;2079-06-07;2079-06-11
5487;2088-08-12;2088-08-21
5488;2091-10-11;2091-10-23
5489;2049-01-31;2049-02-11
5490;2022-01-29;2022-02-16
5491;2034-12-23;2035-01-04
5492;2099-08-25;2099-08-26
5493;2038-12-24;2038-12-31
5494;2090-05-06;2090-05-09
5495;2088-05-19;2088-05-25
5496;2044-05-17;2044-06-04
5497;2089-03-09;2089-03-17
5498;2039-08-30;2039-09-03
5499;2064-04-06;2064-04-08
5500;2065-10-06;2065-10-11
5501;2055-02-11;2055-02-22
5502;2054-10-19;2054-10-27
