resvid,uid,habid,fecha_inicio,fecha_fin
9662,301,9662,2020-08-05,2020-08-16
9663,270,9663,2095-09-20,2095-09-23
9664,172,9664,2030-05-28,2030-06-14
9665,143,9665,2039-01-05,2039-01-08
9666,4,9666,2098-12-26,2099-01-08
9667,310,9667,2069-06-22,2069-07-09
9668,95,9668,2064-10-15,2064-10-30
9669,345,9669,2022-07-23,2022-08-08
9670,301,9670,2045-11-07,2045-11-24
9671,439,9671,2023-01-30,2023-02-17
9672,309,9672,2076-05-27,2076-06-08
9673,43,9673,2095-08-16,2095-09-01
9674,383,9674,2027-05-26,2027-06-12
9675,320,9675,2074-06-20,2074-06-25
9676,424,9676,2083-11-28,2083-12-05
9677,375,9677,2093-03-01,2093-03-15
9678,157,9678,2030-07-23,2030-08-10
9679,333,9679,2085-04-18,2085-04-19
9680,388,9680,2092-09-11,2092-09-18
9681,304,9681,2044-05-18,2044-05-24
9682,55,9682,2029-05-19,2029-05-30
9683,349,9683,2050-01-13,2050-02-01
9684,37,9684,2076-11-17,2076-11-17
9685,75,9685,2051-05-22,2051-06-03
9686,415,9686,2060-05-30,2060-06-06
9687,416,9687,2026-11-15,2026-11-17
9688,49,9688,2041-02-07,2041-02-17
9689,7,9689,2072-06-16,2072-06-27
9690,168,9690,2059-07-12,2059-07-28
9691,404,9691,2093-07-24,2093-08-03
9692,118,9692,2045-02-17,2045-02-28
9693,255,9693,2045-08-18,2045-08-28
9694,137,9694,2034-09-18,2034-09-22
9695,390,9695,2060-10-20,2060-11-07
9696,164,9696,2035-01-05,2035-01-15
9697,28,9697,2070-12-24,2071-01-04
9698,63,9698,2091-04-25,2091-05-09
9699,150,9699,2046-10-31,2046-11-05
9700,259,9700,2028-02-07,2028-02-17
9701,414,9701,2057-08-28,2057-08-30
9702,260,9702,2049-09-01,2049-09-14
9703,69,9703,2090-07-17,2090-07-28
9704,233,9704,2050-08-23,2050-08-27
9705,342,9705,2099-12-12,2099-12-26
9706,344,9706,2084-02-24,2084-02-27
9707,293,9707,2068-09-10,2068-09-13
9708,420,9708,2081-01-02,2081-01-05
9709,53,9709,2039-03-27,2039-04-12
9710,195,9710,2030-04-18,2030-05-03
9711,18,9711,2099-02-07,2099-02-19
9712,436,9712,2084-11-14,2084-11-26
9713,389,9713,2041-05-08,2041-05-09
9714,58,9714,2040-03-12,2040-03-26
9715,418,9715,2033-04-28,2033-05-12
9716,352,9716,2075-08-01,2075-08-20
9717,279,9717,2062-11-22,2062-11-22
9718,239,9718,2067-05-29,2067-05-31
9719,218,9719,2097-07-06,2097-07-18
9720,126,9720,2020-02-13,2020-02-25
9721,398,9721,2069-08-24,2069-09-02
9722,99,9722,2087-06-07,2087-06-19
9723,40,9723,2044-09-11,2044-09-27
9724,301,9724,2069-01-05,2069-01-13
9725,97,9725,2085-09-29,2085-10-05
9726,357,9726,2030-05-12,2030-05-27
9727,320,9727,2054-01-04,2054-01-22
9728,222,9728,2052-04-16,2052-04-30
9729,2,9729,2053-11-04,2053-11-19
9730,344,9730,2073-06-21,2073-06-26
9731,95,9731,2096-12-07,2096-12-22
9732,91,9732,2058-11-13,2058-11-18
9733,15,9733,2040-03-14,2040-03-21
9734,347,9734,2069-07-27,2069-08-06
9735,410,9735,2038-05-18,2038-06-02
9736,128,9736,2052-07-22,2052-07-31
9737,199,9737,2082-05-30,2082-06-15
9738,44,9738,2030-09-01,2030-09-18
9739,194,9739,2042-07-08,2042-07-20
9740,4,9740,2042-08-31,2042-09-06
9741,44,9741,2030-01-19,2030-01-26
9742,86,9742,2023-07-19,2023-07-30
9743,280,9743,2048-07-01,2048-07-11
9744,315,9744,2071-05-13,2071-05-26
9745,120,9745,2058-01-06,2058-01-09
9746,320,9746,2094-02-15,2094-02-26
9747,101,9747,2025-08-28,2025-08-31
9748,62,9748,2066-10-29,2066-11-10
9749,29,9749,2023-11-20,2023-11-28
9750,292,9750,2067-04-15,2067-04-23
9751,62,9751,2093-12-31,2094-01-08
9752,304,9752,2059-04-17,2059-04-18
9753,241,9753,2041-10-21,2041-10-25
9754,45,9754,2041-05-20,2041-05-29
9755,161,9755,2054-07-23,2054-08-01
9756,124,9756,2084-04-08,2084-04-25
9757,158,9757,2041-04-04,2041-04-13
9758,177,9758,2020-09-25,2020-10-08
9759,386,9759,2081-01-08,2081-01-12
9760,102,9760,2051-11-10,2051-11-19
9761,107,9761,2039-06-08,2039-06-22
9762,168,9762,2094-01-01,2094-01-19
9763,207,9763,2047-09-07,2047-09-11
9764,434,9764,2069-09-19,2069-10-04
9765,223,9765,2043-03-06,2043-03-23
9766,28,9766,2058-12-18,2058-12-25
9767,295,9767,2024-03-01,2024-03-14
9768,299,9768,2059-07-29,2059-07-30
9769,20,9769,2029-07-01,2029-07-17
9770,149,9770,2056-02-05,2056-02-10
9771,212,9771,2087-09-15,2087-10-01
9772,387,9772,2021-02-13,2021-02-22
9773,249,9773,2048-05-19,2048-06-05
9774,385,9774,2083-08-23,2083-08-25
9775,369,9775,2067-07-15,2067-08-02
9776,415,9776,2034-07-05,2034-07-23
9777,208,9777,2081-05-31,2081-06-05
9778,79,9778,2078-01-24,2078-02-10
9779,29,9779,2038-10-08,2038-10-17
9780,338,9780,2085-05-25,2085-06-04
9781,379,9781,2069-08-14,2069-08-23
9782,67,9782,2019-09-09,2019-09-16
9783,374,9783,2039-07-09,2039-07-15
9784,153,9784,2086-11-30,2086-12-01
9785,337,9785,2082-01-20,2082-01-23
9786,154,9786,2027-10-23,2027-11-10
9787,247,9787,2033-01-12,2033-01-26
9788,225,9788,2037-11-03,2037-11-19
9789,414,9789,2065-04-26,2065-05-12
9790,212,9790,2059-06-09,2059-06-16
9791,73,9791,2044-06-02,2044-06-13
9792,432,9792,2058-11-30,2058-12-14
9793,405,9793,2094-03-10,2094-03-23
9794,277,9794,2072-09-28,2072-10-05
9795,440,9795,2020-05-04,2020-05-10
9796,236,9796,2068-10-07,2068-10-13
9797,134,9797,2063-01-07,2063-01-19
9798,408,9798,2028-05-14,2028-05-14
9799,165,9799,2068-02-03,2068-02-11
9800,204,9800,2089-12-10,2089-12-27
9801,35,9801,2040-08-04,2040-08-04
9802,300,9802,2026-12-13,2026-12-20
9803,316,9803,2063-02-18,2063-03-06
9804,381,9804,2084-09-02,2084-09-19
9805,347,9805,2041-04-21,2041-05-04
9806,179,9806,2039-11-02,2039-11-07
9807,260,9807,2043-10-12,2043-10-29
9808,293,9808,2099-09-12,2099-09-27
9809,416,9809,2075-11-21,2075-12-07
9810,216,9810,2028-12-03,2028-12-19
9811,358,9811,2089-02-12,2089-02-17
9812,204,9812,2073-12-23,2073-12-31
9813,182,9813,2087-01-16,2087-01-30
9814,278,9814,2042-03-23,2042-03-31
9815,448,9815,2031-09-21,2031-10-04
9816,8,9816,2040-03-06,2040-03-13
9817,337,9817,2075-01-03,2075-01-15
9818,326,9818,2033-02-21,2033-03-07
9819,260,9819,2034-01-20,2034-01-25
9820,446,9820,2097-01-05,2097-01-09
9821,200,9821,2091-03-19,2091-03-21
9822,146,9822,2037-12-18,2038-01-06
9823,195,9823,2038-07-01,2038-07-18
9824,75,9824,2031-03-21,2031-03-23
9825,315,9825,2080-08-25,2080-09-03
9826,176,9826,2041-03-23,2041-04-09
9827,147,9827,2089-12-29,2090-01-04
9828,211,9828,2029-10-15,2029-10-27
9829,240,9829,2098-08-03,2098-08-11
9830,85,9830,2092-10-23,2092-11-08
9831,26,9831,2096-08-04,2096-08-06
9832,41,9832,2089-06-02,2089-06-11
9833,25,9833,2080-02-23,2080-03-03
9834,128,9834,2081-04-15,2081-04-27
9835,297,9835,2079-06-06,2079-06-14
9836,43,9836,2079-03-15,2079-04-02
9837,71,9837,2071-05-08,2071-05-16
9838,17,9838,2088-03-05,2088-03-15
9839,411,9839,2086-01-16,2086-02-04
9840,355,9840,2068-12-27,2069-01-14
9841,117,9841,2038-10-05,2038-10-10
9842,68,9842,2083-09-19,2083-10-08
9843,28,9843,2021-04-27,2021-05-09
9844,119,9844,2071-09-04,2071-09-16
9845,120,9845,2083-02-03,2083-02-20
9846,319,9846,2021-01-31,2021-02-12
9847,346,9847,2037-11-14,2037-11-25
9848,193,9848,2067-02-13,2067-02-15
9849,79,9849,2021-05-14,2021-05-30
9850,189,9850,2052-06-15,2052-07-01
9851,217,9851,2074-12-20,2074-12-25
9852,401,9852,2032-06-22,2032-07-02
9853,214,9853,2023-01-04,2023-01-20
9854,282,9854,2062-11-03,2062-11-16
9855,54,9855,2033-10-07,2033-10-19
9856,416,9856,2084-10-13,2084-10-28
9857,400,9857,2064-02-15,2064-03-05
9858,231,9858,2059-05-01,2059-05-08
9859,380,9859,2068-09-04,2068-09-14
9860,32,9860,2045-03-22,2045-04-01
9861,291,9861,2072-05-04,2072-05-17
9862,282,9862,2033-08-02,2033-08-20
9863,165,9863,2095-03-24,2095-04-12
9864,14,9864,2029-10-10,2029-10-19
9865,347,9865,2031-08-30,2031-09-18
9866,162,9866,2041-08-08,2041-08-26
9867,313,9867,2095-12-12,2095-12-17
9868,193,9868,2088-06-27,2088-06-27
9869,403,9869,2041-08-22,2041-09-02
9870,448,9870,2022-03-28,2022-04-15
9871,346,9871,2032-09-05,2032-09-11
9872,313,9872,2089-08-30,2089-09-06
9873,410,9873,2069-11-29,2069-12-08
9874,329,9874,2096-11-02,2096-11-15
9875,404,9875,2051-08-18,2051-08-24
9876,74,9876,2072-02-21,2072-03-03
9877,330,9877,2052-10-28,2052-11-08
9878,438,9878,2028-08-04,2028-08-18
9879,189,9879,2078-10-14,2078-10-18
9880,59,9880,2069-02-20,2069-02-21
9881,203,9881,2097-02-12,2097-03-03
9882,202,9882,2079-02-28,2079-03-16
9883,233,9883,2027-10-30,2027-11-14
9884,307,9884,2068-07-13,2068-07-26
9885,391,9885,2085-05-28,2085-06-04
9886,233,9886,2025-09-22,2025-09-24
9887,191,9887,2053-05-07,2053-05-15
9888,186,9888,2089-08-15,2089-09-02
9889,420,9889,2070-05-10,2070-05-26
9890,224,9890,2045-10-14,2045-10-22
9891,1,9891,2020-11-10,2020-11-25
9892,263,9892,2047-10-17,2047-10-27
9893,225,9893,2026-07-02,2026-07-07
9894,338,9894,2083-02-06,2083-02-10
9895,266,9895,2039-06-11,2039-06-24
9896,142,9896,2089-11-13,2089-11-21
9897,353,9897,2042-11-03,2042-11-17
9898,280,9898,2085-02-23,2085-03-04
9899,226,9899,2048-08-28,2048-09-04
9900,130,9900,2044-10-20,2044-10-25
9901,315,9901,2049-03-29,2049-04-03
9902,346,9902,2030-07-05,2030-07-11
9903,351,9903,2073-10-26,2073-11-01
9904,6,9904,2051-06-09,2051-06-19
9905,100,9905,2074-10-13,2074-10-19
9906,281,9906,2032-02-11,2032-02-28
9907,178,9907,2020-02-01,2020-02-04
9908,130,9908,2054-09-24,2054-10-09
9909,206,9909,2058-01-30,2058-02-16
9910,64,9910,2041-02-13,2041-02-27
9911,79,9911,2023-07-27,2023-07-29
9912,252,9912,2060-10-23,2060-11-10
9913,249,9913,2062-07-25,2062-07-29
9914,250,9914,2032-09-04,2032-09-09
9915,275,9915,2022-04-15,2022-05-03
9916,304,9916,2091-07-28,2091-07-29
9917,185,9917,2058-06-03,2058-06-11
9918,160,9918,2041-06-22,2041-06-25
9919,76,9919,2019-08-03,2019-08-15
9920,377,9920,2040-01-28,2040-02-01
9921,372,9921,2068-08-28,2068-09-02
9922,67,9922,2035-07-10,2035-07-10
9923,348,9923,2065-04-07,2065-04-10
9924,360,9924,2062-01-13,2062-01-27
9925,62,9925,2027-09-15,2027-09-30
9926,82,9926,2059-01-05,2059-01-08
9927,82,9927,2081-05-20,2081-05-22
9928,420,9928,2058-05-04,2058-05-19
9929,46,9929,2034-07-29,2034-08-15
9930,45,9930,2040-06-18,2040-07-02
9931,338,9931,2047-12-30,2048-01-02
9932,195,9932,2090-12-18,2090-12-21
9933,12,9933,2086-06-10,2086-06-12
9934,187,9934,2027-02-22,2027-03-09
9935,121,9935,2024-05-04,2024-05-05
9936,400,9936,2080-08-31,2080-09-10
9937,64,9937,2069-05-16,2069-05-31
9938,294,9938,2095-05-15,2095-05-25
9939,193,9939,2064-08-28,2064-09-15
9940,302,9940,2028-07-07,2028-07-19
9941,221,9941,2049-01-22,2049-02-06
9942,263,9942,2081-04-07,2081-04-24
9943,308,9943,2032-09-27,2032-10-10
9944,300,9944,2046-10-30,2046-11-06
9945,103,9945,2042-12-18,2042-12-27
9946,325,9946,2068-07-19,2068-07-19
9947,150,9947,2037-11-18,2037-11-20
9948,377,9948,2058-12-18,2058-12-30
9949,301,9949,2059-05-30,2059-05-31
9950,60,9950,2085-03-23,2085-03-23
9951,87,9951,2022-07-12,2022-07-31
9952,378,9952,2039-07-22,2039-08-10
9953,86,9953,2094-05-04,2094-05-23
9954,63,9954,2035-10-24,2035-11-07
9955,66,9955,2082-06-18,2082-06-30
9956,117,9956,2092-11-14,2092-11-29
9957,416,9957,2096-03-24,2096-03-27
9958,134,9958,2029-01-06,2029-01-14
9959,55,9959,2072-06-04,2072-06-04
9960,66,9960,2078-03-30,2078-03-30
9961,43,9961,2031-07-18,2031-08-01
9962,146,9962,2085-05-10,2085-05-27
9963,38,9963,2045-06-17,2045-07-02
9964,409,9964,2092-12-13,2092-12-14
9965,238,9965,2098-12-31,2098-12-31
9966,367,9966,2064-06-12,2064-06-23
9967,397,9967,2090-10-08,2090-10-18
9968,186,9968,2037-01-10,2037-01-23
9969,93,9969,2063-12-24,2063-12-29
9970,381,9970,2023-05-08,2023-05-16
9971,381,9971,2060-01-07,2060-01-24
9972,61,9972,2060-08-22,2060-09-05
9973,270,9973,2027-12-30,2028-01-09
9974,306,9974,2099-06-08,2099-06-15
9975,281,9975,2072-05-27,2072-06-02
9976,89,9976,2036-07-21,2036-07-31
9977,54,9977,2096-05-01,2096-05-16
9978,51,9978,2022-11-22,2022-11-29
9979,135,9979,2061-07-13,2061-07-30
9980,223,9980,2079-06-01,2079-06-09
9981,38,9981,2067-04-01,2067-04-13
9982,251,9982,2024-03-20,2024-04-04
9983,265,9983,2068-06-29,2068-06-30
9984,39,9984,2077-08-20,2077-08-25
9985,438,9985,2090-06-05,2090-06-15
9986,131,9986,2044-05-10,2044-05-27
9987,340,9987,2058-12-14,2058-12-24
9988,281,9988,2047-09-08,2047-09-22
9989,371,9989,2089-06-01,2089-06-05
9990,156,9990,2057-02-26,2057-03-03
9991,175,9991,2062-09-24,2062-10-12
9992,18,9992,2022-07-24,2022-07-31
9993,275,9993,2055-03-23,2055-04-03
9994,126,9994,2026-10-30,2026-11-09
9995,0,9995,2038-11-17,2038-11-26
9996,40,9996,2035-02-11,2035-02-14
9997,414,9997,2060-04-09,2060-04-24
9998,104,9998,2052-08-07,2052-08-12
9999,102,9999,2023-09-22,2023-09-27
10000,214,10000,2093-01-26,2093-02-06
10001,38,10001,2073-06-24,2073-06-30
10002,21,10002,2046-09-26,2046-10-09
10003,231,10003,2071-09-17,2071-09-29
10004,51,10004,2096-03-06,2096-03-06
10005,338,10005,2039-03-28,2039-04-03
10006,188,10006,2032-05-24,2032-05-26
10007,271,10007,2097-10-15,2097-10-15
10008,310,10008,2045-05-04,2045-05-06
10009,195,10009,2094-01-05,2094-01-11
10010,222,10010,2036-09-20,2036-09-27
10011,276,10011,2090-03-02,2090-03-17
10012,96,10012,2092-03-22,2092-03-25
10013,54,10013,2028-11-23,2028-11-30
10014,109,10014,2050-08-13,2050-08-25
10015,121,10015,2072-05-16,2072-05-27
10016,152,10016,2019-04-07,2019-04-12
10017,66,10017,2054-08-07,2054-08-19
10018,35,10018,2077-12-02,2077-12-09
10019,101,10019,2045-07-30,2045-08-13
10020,133,10020,2087-04-22,2087-05-09
10021,44,10021,2042-06-16,2042-06-25
10022,244,10022,2072-05-10,2072-05-11
10023,81,10023,2081-07-22,2081-08-01
10024,196,10024,2044-07-21,2044-08-01
10025,112,10025,2070-03-18,2070-03-27
10026,250,10026,2054-05-20,2054-05-21
10027,52,10027,2049-04-01,2049-04-01
10028,134,10028,2082-05-25,2082-06-06
10029,291,10029,2029-12-17,2030-01-04
10030,325,10030,2038-02-28,2038-03-08
10031,428,10031,2024-02-07,2024-02-21
10032,209,10032,2056-02-18,2056-03-06
10033,198,10033,2061-12-30,2062-01-13
10034,380,10034,2093-04-12,2093-04-13
10035,162,10035,2043-07-12,2043-07-18
10036,259,10036,2075-05-03,2075-05-12
10037,222,10037,2069-11-30,2069-12-14
10038,252,10038,2035-03-04,2035-03-22
10039,86,10039,2056-11-11,2056-11-22
10040,385,10040,2033-01-11,2033-01-23
10041,89,10041,2021-07-19,2021-07-22
10042,211,10042,2049-01-19,2049-01-24
10043,449,10043,2022-04-18,2022-04-25
10044,75,10044,2044-03-01,2044-03-20
10045,396,10045,2067-07-19,2067-07-22
10046,387,10046,2042-01-22,2042-01-30
10047,246,10047,2095-10-05,2095-10-18
10048,362,10048,2026-10-19,2026-10-29
10049,344,10049,2041-10-04,2041-10-06
10050,393,10050,2058-03-09,2058-03-21
10051,415,10051,2084-03-31,2084-04-06
10052,357,10052,2056-09-21,2056-09-24
10053,270,10053,2023-08-18,2023-09-04
10054,71,10054,2046-08-16,2046-08-26
10055,229,10055,2064-03-06,2064-03-09
10056,422,10056,2084-08-24,2084-09-12
10057,241,10057,2086-04-14,2086-05-02
10058,26,10058,2089-07-18,2089-07-30
10059,235,10059,2044-02-23,2044-02-28
10060,155,10060,2085-01-03,2085-01-17
10061,45,10061,2066-11-03,2066-11-15
10062,269,10062,2036-03-16,2036-03-17
10063,413,10063,2098-08-08,2098-08-14
10064,211,10064,2096-01-30,2096-02-15
10065,325,10065,2025-09-14,2025-09-30
10066,380,10066,2055-11-29,2055-12-05
10067,189,10067,2059-06-23,2059-07-05
10068,288,10068,2080-12-10,2080-12-17
10069,256,10069,2070-10-06,2070-10-09
10070,47,10070,2025-05-19,2025-06-01
10071,123,10071,2021-06-04,2021-06-23
10072,419,10072,2083-06-24,2083-07-12
10073,430,10073,2028-12-17,2029-01-01
10074,214,10074,2027-12-16,2027-12-31
10075,169,10075,2022-10-10,2022-10-20
10076,195,10076,2048-06-20,2048-06-27
10077,390,10077,2040-06-25,2040-07-08
10078,296,10078,2051-04-27,2051-05-08
10079,1,10079,2042-05-19,2042-05-28
10080,245,10080,2023-01-22,2023-02-09
10081,27,10081,2071-02-02,2071-02-02
10082,270,10082,2063-04-27,2063-05-05
10083,131,10083,2055-02-09,2055-02-25
10084,408,10084,2056-12-23,2057-01-01
10085,99,10085,2058-12-07,2058-12-18
10086,240,10086,2038-05-11,2038-05-15
10087,273,10087,2096-12-06,2096-12-17
10088,399,10088,2093-12-27,2094-01-03
10089,5,10089,2086-11-01,2086-11-05
10090,5,10090,2058-04-28,2058-05-11
10091,47,10091,2079-09-25,2079-10-08
10092,133,10092,2086-12-12,2086-12-28
10093,343,10093,2091-02-22,2091-03-07
10094,314,10094,2086-08-04,2086-08-16
10095,256,10095,2047-04-18,2047-05-05
10096,154,10096,2063-09-08,2063-09-17
10097,311,10097,2056-02-03,2056-02-13
10098,195,10098,2061-05-09,2061-05-26
10099,170,10099,2075-02-17,2075-03-02
10100,368,10100,2059-10-19,2059-10-28
10101,189,10101,2096-11-03,2096-11-20
10102,268,10102,2058-05-16,2058-06-01
10103,175,10103,2058-09-08,2058-09-15
10104,103,10104,2075-04-11,2075-04-24
10105,136,10105,2093-06-03,2093-06-21
10106,330,10106,2099-09-01,2099-09-14
10107,245,10107,2047-05-13,2047-05-28
10108,331,10108,2020-08-18,2020-08-25
10109,15,10109,2075-05-31,2075-06-02
10110,252,10110,2055-02-25,2055-03-16
10111,187,10111,2093-11-03,2093-11-05
10112,398,10112,2028-08-16,2028-08-21
10113,21,10113,2092-10-10,2092-10-20
10114,416,10114,2071-06-16,2071-06-26
10115,161,10115,2064-09-28,2064-10-02
10116,354,10116,2038-04-08,2038-04-21
10117,60,10117,2049-04-02,2049-04-08
10118,402,10118,2023-01-18,2023-01-23
10119,82,10119,2048-08-31,2048-09-02
10120,255,10120,2091-03-04,2091-03-05
10121,380,10121,2029-07-14,2029-07-15
10122,86,10122,2055-08-06,2055-08-11
10123,104,10123,2044-09-16,2044-09-20
10124,39,10124,2056-10-14,2056-10-23
10125,385,10125,2061-05-20,2061-05-27
10126,184,10126,2069-06-23,2069-06-28
10127,42,10127,2096-03-17,2096-03-26
10128,345,10128,2087-01-17,2087-01-24
10129,370,10129,2072-03-06,2072-03-06
10130,298,10130,2022-05-06,2022-05-16
10131,431,10131,2079-09-30,2079-10-08
10132,220,10132,2037-05-23,2037-05-26
10133,411,10133,2024-09-28,2024-10-07
10134,391,10134,2047-09-29,2047-10-07
10135,28,10135,2069-07-15,2069-07-22
10136,307,10136,2050-11-29,2050-12-13
10137,222,10137,2021-08-14,2021-08-17
10138,164,10138,2082-08-28,2082-09-16
10139,357,10139,2022-06-19,2022-06-28
10140,293,10140,2029-12-21,2030-01-01
10141,433,10141,2087-06-02,2087-06-13
10142,341,10142,2059-03-17,2059-03-27
10143,31,10143,2028-01-02,2028-01-13
10144,327,10144,2034-11-22,2034-12-01
10145,296,10145,2051-08-28,2051-09-12
10146,211,10146,2031-01-03,2031-01-07
10147,355,10147,2021-03-30,2021-04-05
10148,175,10148,2025-12-10,2025-12-15
10149,160,10149,2075-02-03,2075-02-06
10150,334,10150,2020-12-19,2020-12-22
10151,403,10151,2051-06-12,2051-06-19
10152,429,10152,2087-01-26,2087-01-27
10153,337,10153,2022-03-30,2022-04-07
10154,220,10154,2035-02-06,2035-02-19
10155,428,10155,2035-05-19,2035-05-20
10156,27,10156,2068-12-25,2069-01-04
10157,193,10157,2042-05-24,2042-05-24
10158,412,10158,2045-04-15,2045-05-03
10159,67,10159,2083-09-23,2083-10-02
10160,95,10160,2088-05-25,2088-06-05
10161,49,10161,2048-04-21,2048-05-04
10162,106,10162,2023-11-29,2023-11-29
10163,425,10163,2051-01-27,2051-02-01
10164,25,10164,2086-06-27,2086-07-04
10165,296,10165,2059-05-13,2059-05-23
10166,122,10166,2060-05-04,2060-05-06
10167,304,10167,2089-04-04,2089-04-10
10168,348,10168,2077-04-14,2077-04-22
10169,236,10169,2028-09-29,2028-10-02
10170,42,10170,2096-09-21,2096-10-01
10171,384,10171,2042-06-25,2042-07-03
10172,191,10172,2051-12-31,2052-01-02
10173,330,10173,2081-08-04,2081-08-16
10174,257,10174,2021-09-08,2021-09-15
10175,227,10175,2091-04-08,2091-04-24
10176,66,10176,2093-08-30,2093-09-04
10177,52,10177,2032-07-08,2032-07-24
10178,286,10178,2019-05-24,2019-06-09
10179,391,10179,2042-09-09,2042-09-20
10180,358,10180,2099-11-02,2099-11-12
10181,391,10181,2076-08-19,2076-09-01
10182,390,10182,2088-12-25,2089-01-04
10183,167,10183,2026-03-01,2026-03-11
10184,188,10184,2027-10-27,2027-11-15
10185,80,10185,2040-08-24,2040-09-12
10186,299,10186,2021-02-02,2021-02-02
10187,250,10187,2053-03-16,2053-03-19
10188,100,10188,2045-11-23,2045-12-06
10189,405,10189,2041-06-06,2041-06-16
10190,9,10190,2072-05-19,2072-05-28
10191,228,10191,2057-03-21,2057-04-05
10192,103,10192,2026-06-30,2026-07-14
10193,227,10193,2033-12-12,2033-12-25
10194,39,10194,2064-10-25,2064-11-01
10195,355,10195,2069-11-28,2069-12-17
10196,436,10196,2097-01-05,2097-01-06
10197,56,10197,2020-09-07,2020-09-11
10198,241,10198,2065-03-24,2065-03-28
10199,293,10199,2091-04-24,2091-05-04
10200,271,10200,2037-03-22,2037-04-06
10201,60,10201,2030-11-02,2030-11-13
10202,384,10202,2036-10-15,2036-10-27
10203,74,10203,2064-11-06,2064-11-23
10204,217,10204,2074-07-25,2074-08-10
10205,31,10205,2051-05-23,2051-06-07
10206,374,10206,2062-12-07,2062-12-22
10207,287,10207,2019-04-01,2019-04-10
10208,439,10208,2075-03-26,2075-04-13
10209,435,10209,2026-03-15,2026-03-18
10210,143,10210,2023-01-12,2023-01-26
10211,261,10211,2089-12-09,2089-12-13
10212,155,10212,2027-08-04,2027-08-18
10213,366,10213,2059-09-18,2059-10-03
10214,188,10214,2062-06-25,2062-06-28
10215,281,10215,2083-05-17,2083-06-04
10216,41,10216,2022-12-16,2022-12-27
10217,59,10217,2071-06-03,2071-06-13
10218,217,10218,2054-10-02,2054-10-20
10219,428,10219,2061-08-11,2061-08-26
10220,40,10220,2050-07-29,2050-08-17
10221,104,10221,2032-03-04,2032-03-10
10222,412,10222,2058-03-19,2058-03-27
10223,254,10223,2051-09-07,2051-09-18
10224,238,10224,2075-07-15,2075-07-15
10225,430,10225,2068-09-26,2068-09-29
10226,1,10226,2030-12-26,2031-01-01
10227,152,10227,2035-10-05,2035-10-19
10228,323,10228,2089-09-05,2089-09-22
10229,122,10229,2067-04-29,2067-05-10
10230,339,10230,2059-08-31,2059-09-17
10231,350,10231,2040-05-22,2040-05-27
10232,31,10232,2035-09-03,2035-09-20
10233,376,10233,2028-01-26,2028-02-05
10234,232,10234,2022-06-23,2022-07-08
10235,83,10235,2083-11-15,2083-11-25
10236,102,10236,2075-05-08,2075-05-24
10237,128,10237,2075-09-07,2075-09-18
10238,286,10238,2076-10-12,2076-10-20
10239,380,10239,2081-10-03,2081-10-16
10240,12,10240,2062-12-22,2062-12-26
10241,157,10241,2038-03-20,2038-03-27
10242,420,10242,2072-03-21,2072-04-03
10243,20,10243,2044-09-23,2044-10-06
10244,394,10244,2082-08-31,2082-09-05
10245,80,10245,2020-05-06,2020-05-23
10246,309,10246,2035-03-23,2035-04-08
10247,149,10247,2041-09-13,2041-09-15
10248,437,10248,2041-08-30,2041-09-05
10249,367,10249,2028-01-25,2028-02-10
10250,2,10250,2098-03-02,2098-03-21
10251,218,10251,2029-03-24,2029-03-26
10252,291,10252,2036-07-20,2036-08-03
10253,100,10253,2043-05-13,2043-05-21
10254,339,10254,2099-09-24,2099-10-02
10255,366,10255,2086-02-04,2086-02-11
10256,122,10256,2059-11-14,2059-11-29
10257,228,10257,2054-05-01,2054-05-15
10258,271,10258,2058-02-10,2058-02-24
10259,16,10259,2032-03-28,2032-04-06
10260,46,10260,2069-01-03,2069-01-05
10261,323,10261,2069-10-17,2069-10-21
10262,169,10262,2067-07-25,2067-08-12
10263,267,10263,2050-01-26,2050-02-07
10264,87,10264,2064-03-10,2064-03-24
10265,309,10265,2030-07-07,2030-07-09
10266,280,10266,2078-08-17,2078-08-29
10267,393,10267,2064-04-23,2064-05-07
10268,159,10268,2059-09-01,2059-09-05
10269,43,10269,2067-01-02,2067-01-14
10270,172,10270,2089-04-05,2089-04-07
10271,122,10271,2086-03-13,2086-03-21
10272,417,10272,2064-09-25,2064-10-11
10273,231,10273,2083-04-14,2083-05-03
10274,122,10274,2020-06-14,2020-06-30
10275,253,10275,2076-06-13,2076-06-14
10276,293,10276,2069-09-03,2069-09-18
10277,279,10277,2072-08-14,2072-08-19
10278,51,10278,2047-06-13,2047-07-01
10279,250,10279,2020-01-31,2020-02-02
10280,426,10280,2029-03-09,2029-03-25
10281,197,10281,2072-12-18,2072-12-30
10282,239,10282,2026-11-14,2026-11-24
10283,106,10283,2084-09-17,2084-10-02
10284,41,10284,2093-05-10,2093-05-15
10285,336,10285,2085-01-28,2085-02-09
10286,317,10286,2025-10-13,2025-10-27
10287,326,10287,2050-04-08,2050-04-24
10288,241,10288,2051-08-08,2051-08-26
10289,55,10289,2070-05-07,2070-05-14
10290,309,10290,2088-02-22,2088-02-22
10291,331,10291,2067-06-03,2067-06-08
10292,372,10292,2026-05-17,2026-05-23
10293,402,10293,2059-07-03,2059-07-15
10294,217,10294,2067-12-19,2067-12-19
10295,161,10295,2051-08-15,2051-08-26
10296,198,10296,2041-08-10,2041-08-17
