restid,nombre_restaurant,direccion,telefono,descripcion_restaurant,rid,pid,nombre_plato,descripcion,precio
22,Ybarra-Carrión,Callejón Norte Lebrón 539 Interior 522,+56938796321,Provident quis molestiae corrupti minima fugit libero nam. Error voluptates suscipit culpa voluptatem. Cum soluta accusantium veniam ipsam veniam.,4,224,Arroz integral con verduras al curry,Voluptatum porro mollitia eaque quasi repudiandae. Harum dolore dolore adipisci consectetur.,3654.29
22,Ybarra-Carrión,Callejón Norte Lebrón 539 Interior 522,+56938796321,Provident quis molestiae corrupti minima fugit libero nam. Error voluptates suscipit culpa voluptatem. Cum soluta accusantium veniam ipsam veniam.,4,225,Ensalada de garbanzos con comino,Doloremque esse tempore eligendi assumenda ipsam necessitatibus. Inventore reiciendis temporibus nulla aut. Modi doloribus vitae at.,4476.53
22,Ybarra-Carrión,Callejón Norte Lebrón 539 Interior 522,+56938796321,Provident quis molestiae corrupti minima fugit libero nam. Error voluptates suscipit culpa voluptatem. Cum soluta accusantium veniam ipsam veniam.,4,226,Sardinas con vinagreta de menta,Officia nesciunt saepe expedita saepe blanditiis dicta. Autem corrupti accusamus architecto illum labore.,10426.58
22,Ybarra-Carrión,Callejón Norte Lebrón 539 Interior 522,+56938796321,Provident quis molestiae corrupti minima fugit libero nam. Error voluptates suscipit culpa voluptatem. Cum soluta accusantium veniam ipsam veniam.,4,227,Merluza a la plancha,Alias porro hic enim in. Aut et officia illo. Molestiae doloribus ducimus iusto.,4707.95
22,Ybarra-Carrión,Callejón Norte Lebrón 539 Interior 522,+56938796321,Provident quis molestiae corrupti minima fugit libero nam. Error voluptates suscipit culpa voluptatem. Cum soluta accusantium veniam ipsam veniam.,4,228,Atún a la plancha marinado en mostaza,Nemo ad repellat quaerat laudantium commodi. Eos perferendis voluptatum dolor. At harum exercitationem in.,19133.65
22,Ybarra-Carrión,Callejón Norte Lebrón 539 Interior 522,+56938796321,Provident quis molestiae corrupti minima fugit libero nam. Error voluptates suscipit culpa voluptatem. Cum soluta accusantium veniam ipsam veniam.,4,229,Ensalada veraniega,Saepe ullam dolorum saepe non ea. Explicabo ipsum dolore autem optio.,19408.81
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,230,Caballa al horno,Fuga velit blanditiis necessitatibus optio ipsa. Maxime nemo natus dolorum aliquam.,24722.42
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,231,Cous cous de naranja y pimiento rojo asado,Saepe laboriosam architecto amet. Sit nisi repellendus amet.,9368.59
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,232,Ensalada de lentejas y queso curado,Repudiandae consequatur labore officia nostrum. Eius porro aut reprehenderit quam tempora explicabo accusantium. Aut earum et eum.,8545.16
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,233,Paella,Cumque nobis occaecati occaecati vero nobis officiis. Pariatur iste error maiores. Inventore non quos dolores molestiae soluta magni ea.,24961.67
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,234,Pollo al ajillo,Inventore placeat quibusdam adipisci animi repellat atque. Nostrum vero repudiandae aut labore delectus exercitationem. Asperiores quas dicta quo nisi laudantium delectus repellendus.,20461.06
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,235,Atún a la plancha marinado en mostaza,Incidunt harum fuga quisquam quibusdam. Accusamus temporibus illo illum.,24643.94
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,236,"Ensalada de canónigos, jamón de pato y perdíz escabechada",Sed illum tempora culpa tenetur. Quia itaque velit quas a odit mollitia. Ab sequi atque optio.,6577.33
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,237,Pollo al ajillo,Vitae minus similique quas quod impedit. Praesentium asperiores cupiditate doloremque.,22429.56
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,238,Legumbres salteadas con chorizo,Repellendus delectus amet aliquid quo quibusdam tempore accusamus. Quod veritatis cupiditate tempore molestiae ratione quam. Voluptas minus pariatur nemo impedit illo debitis.,14561.99
23,"Blanco, Botello y Lovato",Pasaje Corral 584 Interior 295,+56940859369,Quasi ratione temporibus distinctio. Ullam adipisci aut adipisci.,4,239,"Pasta con alcachofas, tomate y aceitunas negras",Natus dolorem blanditiis earum natus reiciendis dignissimos. Commodi debitis pariatur vitae quibusdam.,7172.89
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,240,Fideos chinos con pollo y almendras,Culpa odit inventore et officiis eligendi optio. Reprehenderit modi fugit sequi corrupti.,2216.41
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,241,"Ensalada de tomate, bacalao y queso de cabra",Dolore temporibus odio veritatis velit ad ab. Qui voluptatibus optio dicta tempore tempora deserunt. Perspiciatis aperiam officia rem eligendi.,15670.06
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,242,Risotto de Gambas y Espárragos,Esse doloribus quas nam tempora quas. Similique nulla ipsam officiis. Quam libero quis ea ipsam cupiditate iure.,5639.85
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,243,Estofado de ternera a la sidra,Odio labore ab deserunt pariatur. Nihil eligendi dignissimos neque inventore voluptatem.,22767.56
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,244,Lasaña con champiñones,Atque facilis illum. Eveniet facilis iure.,8690.88
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,245,Ensalada del musico,Distinctio aliquam rerum tempora repellat sed accusantium. Ad quisquam quasi et sapiente magni. Nesciunt libero tempora.,23578.39
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,246,Arroz con champiñones y espárragos trigueros,Magni ducimus officia a placeat delectus maxime. Dolorum id quia. Error incidunt maiores nemo veniam beatae sunt.,5763.46
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,247,Garbanzos con vegetales,Illum laboriosam quasi culpa cumque pariatur nulla. Animi ea molestiae unde.,13324.89
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,248,Pollo asado,Quod voluptatibus vitae omnis placeat iure cum. Aut in sed praesentium perferendis dicta.,9477.14
24,Briseño S.A. de C.V.,Corredor Estados Unidos de América 645 338,+56984691678,Doloremque sit maiores delectus. Illum libero dolorum dolores reiciendis. Harum ad sunt cupiditate veritatis quaerat beatae.,4,249,Atún a la plancha marinado en mostaza,Repellat reprehenderit alias libero porro laudantium iste. Adipisci nemo hic magnam eius fuga. Quae cumque aliquam nihil.,8543.43
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,250,Mafaldine a la livornese,Nobis hic occaecati eveniet. Atque natus maiores exercitationem ipsa ea.,7484.13
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,251,Ensalada de pera y queso emmenthal ,Veritatis asperiores nisi architecto. Atque delectus quibusdam beatae quam saepe at.,15757.6
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,252,Garbanzos con pisto a la moruna,Enim quo fugit corrupti ad aliquam. Rem commodi sed cum voluptatibus vitae. Optio tempore harum quis fuga.,10217.02
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,253,Pochas en vinagreta,Doloremque rerum aspernatur alias id. Culpa iusto officiis enim reprehenderit mollitia. Minima perferendis vitae ut quo.,9760.49
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,254,Arroz con arrosillo,Maiores debitis perspiciatis hic suscipit delectus. Molestiae porro non fugiat reiciendis veritatis praesentium. Itaque totam nesciunt quibusdam dignissimos voluptatum illum alias.,10156.21
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,255,Ensalada de pollo con endibias y champiñones crudos,Possimus deserunt similique magnam facere sed. Eos hic ipsam libero.,7589.64
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,256,"Macarrones con salchichas, champiñones y ajos tiernos",Sint inventore quae cumque omnis. Eum quibusdam voluptatibus consectetur. Quisquam at consequatur fugit cumque possimus odit.,14741.22
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,257,Albóndigas de bonito,Aut sunt asperiores harum.,3540.98
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,258,Alcachofas a la catalana,Harum magnam exercitationem cum.,24191.97
25,Grupo Gastélum-Gómez,Avenida Campeche 007 Interior 516,+56999405921,Nulla illo pariatur temporibus repellat. Nulla repellat quos eveniet. Velit maxime officia explicabo qui. Dolorem sint tempora velit ratione.,5,259,Ensalada de Florinda Chico,Praesentium dignissimos in ipsum asperiores sed modi. Expedita tenetur sequi ipsam repudiandae nesciunt nam. Officia officiis voluptate recusandae sit.,22543.49
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,260,Solomillo al jerez,Consequuntur doloribus molestiae tenetur non dicta. Consequuntur eum perferendis deserunt facere nemo velit. Quisquam suscipit repellat perspiciatis.,12547.28
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,261,Requetés,Magnam vel est maxime recusandae error ducimus.,2085.16
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,262,Pollo asado,Molestiae explicabo aliquam minus eum voluptatum sed. Eos nesciunt voluptate tenetur. Maiores in sapiente.,20048.16
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,263,Risotto de ibérico y boletus,Dolores suscipit sed mollitia culpa natus laborum delectus. Adipisci praesentium soluta incidunt mollitia similique laboriosam quos.,20167.1
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,264,Salmón en papillote,Nisi facilis laboriosam. Recusandae quidem incidunt eos. Officia minima tempore possimus iste laudantium tempora.,22078.25
39,Proyectos Ibarra y Guzmán,Boulevard Quintana Roo 143 Interior 981,+56914034532,Labore modi quis. Voluptatibus deleniti dolore magni saepe est non. Minus animi ducimus iusto.,7,398,Ensalada campera,Delectus modi eos ad. Quo sint optio nemo reiciendis.,22138.57
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,265,Pez espada a la plancha,Sit maxime deleniti nostrum nobis optio vel incidunt. At sint earum provident porro quo maiores.,12344.96
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,266,"Pechuga de pollo con shiitake, pistachos y cerveza",Occaecati quidem reprehenderit nulla impedit voluptatum quae. Aliquam accusamus necessitatibus in porro minus consequatur.,22673.16
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,267,"Macarrones con salchichas, champiñones y ajos tiernos",Velit cum quibusdam quaerat voluptatum quod repellat. Cumque magnam fugiat non pariatur repellat omnis.,23914.93
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,268,Solomillo al jerez,Voluptatem nesciunt nostrum ex praesentium minus harum. Quibusdam officiis expedita. Nam numquam architecto debitis officiis iure.,19318.11
26,"Laboratorios Olivas, Navarro y Brito",Continuación Puebla 069 Interior 527,+56910525458,Libero corporis error esse molestiae accusantium. Quas harum beatae numquam. Fuga nam atque ullam ipsa.,5,269,Lasaña con champiñones,Voluptatum odit aliquam. Aliquid voluptas quod quas. Nisi quam mollitia doloribus quos.,13010.75
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,270,Ensalada de calabacín y pollo,Cumque dolorem molestiae modi. Odio quo nisi dolor labore. Maxime numquam at.,16011.02
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,271,Ensalada de verduras a la plancha con escarola,Eveniet illum excepturi commodi eius ad ducimus assumenda. Maiores consequuntur fugiat itaque occaecati recusandae. Dolore similique at sit. Quae ex ducimus occaecati blanditiis qui illum.,17712.1
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,272,Ensalada de Valencia,Porro dignissimos nulla nesciunt dignissimos provident. Voluptas rem voluptatibus.,4683.93
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,273,Ensalada veraniega,Quidem itaque recusandae est assumenda vero a. Quasi nesciunt nobis cum at voluptate cum corporis.,3985.57
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,274,Ensalada de pollo con anacardos,A harum dolorum. Dicta facere ratione. Magnam adipisci deserunt similique vitae.,10585.67
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,275,Lomo con verduras,Tempora at quaerat officia eius nemo reprehenderit ut. Quis excepturi quae dolore nostrum ratione mollitia. Dicta et dolore nihil temporibus totam accusantium.,23758.54
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,276,"Risotto de champiñón, jamón y rúcola con puerro confitado",Cupiditate consequatur corporis temporibus enim temporibus. Quos suscipit ipsum dignissimos. Natus nulla animi.,22127.47
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,277,"Pechuga de pollo con shiitake, pistachos y cerveza",Amet quae fugit eveniet amet delectus laudantium. Dolorem excepturi animi voluptate sint.,2525.96
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,278,Taboulé,Blanditiis qui cupiditate facere veniam ipsam fugiat non. Nostrum nulla id explicabo. Animi itaque placeat officiis architecto. Dolor nisi repellat voluptatibus magni quas ullam.,2230.47
27,"Proyectos Armendáriz, Ferrer y Cortez","Circuito Saint Kitts y Nevis 903 Edif. 663 , Depto. 022",+56954934755,Autem provident dolorum inventore porro provident veritatis. Placeat assumenda explicabo consequatur ratione. Magnam corrupti odit magni eum libero dicta.,5,279,Besugo Vitoria,Odio ex quam ipsum quas. Laborum dicta sint ea. Sapiente nam accusamus explicabo nostrum.,5822.71
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,280,Berenjenas al horno con queso feta,Nesciunt tempore officiis laboriosam sunt soluta. Amet numquam voluptas non quidem dolorum. Asperiores fugiat nostrum odio. Aspernatur occaecati reprehenderit blanditiis sequi minima dolore.,5621.16
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,281,Brochetas de solomillo.,Tempore laborum est cupiditate tenetur repellendus est. Eveniet veritatis totam non optio. Voluptas nobis fugit saepe quod adipisci possimus.,9104.37
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,282,Pizza congelator,A ullam cumque veritatis. Alias dicta ea rerum ipsam nemo consectetur expedita. Iure unde similique labore porro. Voluptas harum possimus aliquam eos aspernatur odio.,24151.14
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,283,Ensalada de canónigos y queso de cabra,Non suscipit perspiciatis nulla culpa reprehenderit. Eum harum iste necessitatibus assumenda ullam.,11275.8
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,284,"Ensalada de rúcula, queso y frutos secos",Provident saepe officiis ab eaque.,4224.17
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,285,Cuscús con vinagreta de alcachofa asada,Eius tempore facilis eligendi. Quidem sequi inventore vel aut quo. Placeat expedita adipisci et sequi eveniet dicta.,3807.65
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,286,Salteado de judías con maiz,Cupiditate a voluptates alias eos corporis magnam. Modi accusamus iure ratione. Deserunt porro nemo sequi atque non.,18340.13
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,287,Ensaladilla de Vitoria,Optio possimus ipsam ex nostrum ipsam. Aut distinctio id ipsam vitae nihil aperiam. Distinctio asperiores eius modi error.,20245.87
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,288,Ensalada cariñosa,Aut laboriosam repellendus eligendi. Pariatur amet esse nemo hic cum.,7717.43
28,Razo y Griego S.A.,Ampliación Perú 881 766,+56988510732,Iste fugiat illo. Sunt ducimus magnam qui. Quam odit esse facere consectetur iste est excepturi.,5,289,Empedrat,Quam aliquid saepe temporibus. Recusandae et ut ducimus est hic.,12272.87
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,290,Ensalada de arroz basmati,Laboriosam mollitia temporibus adipisci. Sequi incidunt optio nemo soluta quia.,12798.46
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,291,Lomo con verduras,Autem vero culpa animi praesentium repudiandae iure. Labore fugiat eum suscipit.,11283.28
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,292,Cuscús con pimiento rojo y berenjenas,Nulla iste maiores natus accusamus. Ipsam itaque fugit aliquam.,14011.42
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,293,Solomillo al hojaldre,Neque accusamus unde consequatur et labore. Quae facilis consectetur cumque amet repellat.,2271.9
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,294,Alcachofas a la catalana,Rerum perspiciatis accusamus aliquid ea. Voluptate aperiam vel molestiae minima ullam doloremque. Neque quibusdam odit rem debitis voluptates laudantium. Maxime ipsa explicabo explicabo modi error vitae.,19874.55
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,295,Ensalada Waldorf,Quo asperiores distinctio dolorem omnis laboriosam. Quia vitae quibusdam maxime magnam quia.,15033.24
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,296,Arroz integral a la cantonesa,Impedit cum eius officiis. Voluptatem ratione ratione ratione placeat. Amet optio sunt voluptas ipsa libero natus minima. Error sequi corporis dignissimos ex.,2903.0
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,297,Bacalao ajoarriero,Nihil quo dignissimos natus dignissimos deserunt assumenda. Maiores sit rerum nam quas. Occaecati laboriosam vitae.,3779.66
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,298,Ensaladilla de Vitoria,Molestiae neque temporibus magnam. Incidunt veniam aut nihil ipsa vitae. Aliquam quam aut ipsa assumenda nisi est. Rerum voluptates enim nulla sunt.,6260.43
29,Ortega-Cadena S.A. de C.V.,Peatonal Omán 347 Interior 152,+56935391194,Nobis saepe corrupti. Reiciendis optio sunt optio suscipit et. Necessitatibus illum sapiente magni et nesciunt tempore saepe.,5,299,Carpachio de champiñones con vinagreta caliente de jamón,Ut aliquam rem repellendus quod tempore. Cupiditate dolor a minus incidunt hic dicta repellendus. Illo consequuntur ad consequatur dolores eligendi sunt inventore.,4006.77
30,Alva-Barajas A.C.,"Circuito Elizondo 891 Edif. 664 , Depto. 326",+56939179759,Doloremque iusto quis tempore labore. Nam nobis vitae dolore harum ducimus modi labore. Similique repudiandae aperiam consectetur sunt amet ducimus.,6,300,Ensalada griega,Animi architecto distinctio expedita ea similique quis. Voluptate consequuntur nam nisi ducimus perferendis sapiente. Ut consequuntur odit ratione nulla incidunt porro beatae.,21607.06
30,Alva-Barajas A.C.,"Circuito Elizondo 891 Edif. 664 , Depto. 326",+56939179759,Doloremque iusto quis tempore labore. Nam nobis vitae dolore harum ducimus modi labore. Similique repudiandae aperiam consectetur sunt amet ducimus.,6,301,Ensalada veraniega,Nam eum enim dolorum. Laudantium odio dolores asperiores. Odio deserunt inventore laboriosam.,6197.67
30,Alva-Barajas A.C.,"Circuito Elizondo 891 Edif. 664 , Depto. 326",+56939179759,Doloremque iusto quis tempore labore. Nam nobis vitae dolore harum ducimus modi labore. Similique repudiandae aperiam consectetur sunt amet ducimus.,6,302,Salmón en papillote,Incidunt facere quod doloremque blanditiis. Nihil fugit vel quidem atque. Unde delectus voluptas. Quidem quibusdam explicabo placeat nobis.,23317.11
30,Alva-Barajas A.C.,"Circuito Elizondo 891 Edif. 664 , Depto. 326",+56939179759,Doloremque iusto quis tempore labore. Nam nobis vitae dolore harum ducimus modi labore. Similique repudiandae aperiam consectetur sunt amet ducimus.,6,303,Judías con chorizo,Voluptates deserunt ut odit voluptatibus.,10958.65
